token,token_lower,count,rank,per_1k,chapter_0,chapter_1,chapter_2
кошелек,кошелек,21,643,0.1901,1,18,2
пожалуйста,пожалуйста,21,644,0.1901,8,8,5
послышался,послышался,21,645,0.1901,10,8,3
вероятно,вероятно,21,646,0.1901,1,8,12
полку,полку,21,647,0.1901,1,13,7
солдата,солдата,21,648,0.1901,0,17,4
превосходительство,превосходительство,21,649,0.1901,0,19,2
неприятель,неприятель,21,650,0.1901,0,10,11
лет,лет,20,651,0.1811,9,5,6
середине,середине,20,652,0.1811,9,5,6
прибавила,прибавила,20,653,0.1811,20,0,0
вами,вами,20,654,0.1811,9,4,7
собою,собою,20,655,0.1811,4,5,11
гости,гости,20,656,0.1811,15,0,5
руке,руке,20,657,0.1811,8,6,6
отвечала,отвечала,20,658,0.1811,11,0,9
безухова,безухова,20,659,0.1811,13,0,7
слов,слов,20,660,0.1811,8,5,7
мысли,мысли,20,661,0.1811,4,4,12
находился,находился,20,662,0.1811,4,10,6
homme,homme,20,663,0.1811,15,1,4
другого,другого,20,664,0.1811,7,5,8
сел,сел,20,665,0.1811,9,3,8
успел,успел,20,666,0.1811,4,6,10
каким,каким,20,667,0.1811,7,6,7
глазах,глазах,20,668,0.1811,5,5,10
равно,равно,20,669,0.1811,4,10,6
силы,силы,20,670,0.1811,6,6,8
самых,самых,20,671,0.1811,3,4,13
взглянул,взглянул,20,672,0.1811,4,8,8
марьи,марьи,20,673,0.1811,12,0,8
руках,руках,20,674,0.1811,9,2,9
шли,шли,20,675,0.1811,1,8,11
скорее,скорее,20,676,0.1811,7,4,9
места,места,20,677,0.1811,4,6,10
генерала,генерала,20,678,0.1811,0,11,9
поле,поле,20,679,0.1811,0,4,16
dieu,dieu,19,680,0.172,19,0,0
думала,думала,19,681,0.172,6,0,13
хотела,хотела,19,682,0.172,17,0,2
été,été,19,683,0.172,19,0,0
деревне,деревне,19,684,0.172,7,6,6
платье,платье,19,685,0.172,9,0,10
беспрестанно,беспрестанно,19,686,0.172,4,7,8
радостно,радостно,19,687,0.172,7,6,6
звук,звук,19,688,0.172,3,8,8
всеми,всеми,19,689,0.172,7,8,4
свидания,свидания,19,690,0.172,2,6,11
au,au,19,691,0.172,12,3,4
отвечая,отвечая,19,692,0.172,8,2,9
князем,князем,19,693,0.172,3,5,11
прошел,прошел,19,694,0.172,5,3,11
делал,делал,19,695,0.172,5,4,10
французски,французски,19,696,0.172,4,7,8
заметив,заметив,19,697,0.172,9,7,3
самого,самого,19,698,0.172,2,9,8
крики,крики,19,699,0.172,1,4,14
линии,линии,19,700,0.172,1,2,16
ка,ка,19,701,0.172,3,9,7
налево,налево,19,702,0.172,3,8,8
две,две,19,703,0.172,7,6,6
смерти,смерти,19,704,0.172,6,4,9
другим,другим,19,705,0.172,6,6,7
послышались,послышались,19,706,0.172,3,11,5
гостья,гостья,19,707,0.172,19,0,0
скажу,скажу,19,708,0.172,6,1,12
любовь,любовь,19,709,0.172,5,2,12
русских,русских,19,710,0.172,2,9,8
колонны,колонны,19,711,0.172,0,4,15
хочет,хочет,18,712,0.163,9,4,5
cette,cette,18,713,0.163,13,4,1
желал,желал,18,714,0.163,4,9,5
сыном,сыном,18,715,0.163,10,0,8
почему,почему,18,716,0.163,6,3,9
большой,большой,18,717,0.163,9,1,8
маленькой,маленькой,18,718,0.163,9,2,7
рот,рот,18,719,0.163,7,8,3
обратилась,обратилась,18,720,0.163,16,0,2
se,se,18,721,0.163,11,3,4
нею,нею,18,722,0.163,10,0,8
andré,andré,18,723,0.163,18,0,0
вниз,вниз,18,724,0.163,7,3,8
видите,видите,18,725,0.163,6,5,7
краснея,краснея,18,726,0.163,9,4,5
мосту,мосту,18,727,0.163,1,17,0
кабинет,кабинет,18,728,0.163,8,6,4
хочу,хочу,18,729,0.163,5,3,10
чорт,чорт,18,730,0.163,2,12,4
графу,графу,18,731,0.163,12,0,6
раза,раза,18,732,0.163,3,8,7
гусары,гусары,18,733,0.163,3,11,4
горы,горы,18,734,0.163,2,10,6
письма,письма,18,735,0.163,3,3,12
эскадрон,эскадрон,18,736,0.163,0,10,8
гору,гору,18,737,0.163,0,11,7
часу,часу,18,738,0.163,0,6,12
y,y,17,739,0.1539,12,3,2
мной,мной,17,740,0.1539,5,4,8
мысль,мысль,17,741,0.1539,5,4,8
fait,fait,17,742,0.1539,12,4,1
таких,таких,17,743,0.1539,8,3,6
здоровье,здоровье,17,744,0.1539,10,0,7
бывает,бывает,17,745,0.1539,8,3,6
сами,сами,17,746,0.1539,3,7,7
княгини,княгини,17,747,0.1539,11,0,6
идет,идет,17,748,0.1539,7,0,10
проговорила,проговорила,17,749,0.1539,12,0,5
отвернулся,отвернулся,17,750,0.1539,5,9,3
знала,знала,17,751,0.1539,7,0,10
отцу,отцу,17,752,0.1539,9,3,5
петербурге,петербурге,17,753,0.1539,7,2,8
трудно,трудно,17,754,0.1539,6,1,10
моего,моего,17,755,0.1539,4,3,10
шопотом,шопотом,17,756,0.1539,12,3,2
столу,столу,17,757,0.1539,14,1,2
кому,кому,17,758,0.1539,5,3,9
внимания,внимания,17,759,0.1539,5,7,5
засмеялся,засмеялся,17,760,0.1539,8,5,4
нехорошо,нехорошо,17,761,0.1539,3,5,9
итти,итти,17,762,0.1539,5,7,5
главное,главное,17,763,0.1539,5,1,11
женщина,женщина,17,764,0.1539,4,4,9
боже,боже,17,765,0.1539,3,4,10
голосов,голосов,17,766,0.1539,2,9,6
всему,всему,17,767,0.1539,5,5,7
ними,ними,17,768,0.1539,7,5,5
вера,вера,17,769,0.1539,15,0,2
доме,доме,17,770,0.1539,9,2,6
пришел,пришел,17,771,0.1539,5,4,8
минут,минут,17,772,0.1539,7,4,6
самый,самый,17,773,0.1539,4,9,4
мое,мое,17,774,0.1539,4,0,13
часов,часов,17,775,0.1539,2,4,11
немец,немец,17,776,0.1539,8,8,1
дмитриевна,дмитриевна,17,777,0.1539,17,0,0
русского,русского,17,778,0.1539,2,4,11
позади,позади,17,779,0.1539,1,3,13
военного,военного,17,780,0.1539,1,12,4
командиру,командиру,17,781,0.1539,0,16,1
капитан,капитан,17,782,0.1539,0,15,2
ядро,ядро,17,783,0.1539,0,15,2
деревни,деревни,17,784,0.1539,0,9,8
надеюсь,надеюсь,16,785,0.1449,7,3,6
остановилась,остановилась,16,786,0.1449,10,2,4
скажите,скажите,16,787,0.1449,6,3,7
знак,знак,16,788,0.1449,5,10,1
продолжала,продолжала,16,789,0.1449,14,1,1
неожиданно,неожиданно,16,790,0.1449,9,3,4
движением,движением,16,791,0.1449,10,2,4
головы,головы,16,792,0.1449,6,6,4
jeune,jeune,16,793,0.1449,12,0,4
остановил,остановил,16,794,0.1449,6,3,7
торопливо,торопливо,16,795,0.1449,10,4,2
одним,одним,16,796,0.1449,5,1,10
другом,другом,16,797,0.1449,7,0,9
чувствуя,чувствуя,16,798,0.1449,4,7,5
впечатление,впечатление,16,799,0.1449,4,5,7
одну,одну,16,800,0.1449,5,4,7
стоит,стоит,16,801,0.1449,3,7,6
смеясь,смеясь,16,802,0.1449,6,4,6
ваш,ваш,16,803,0.1449,3,4,9
просить,просить,16,804,0.1449,9,2,5
сыну,сыну,16,805,0.1449,11,0,5
перебил,перебил,16,806,0.1449,2,9,5
лицами,лицами,16,807,0.1449,6,9,1
s,s,16,808,0.1449,14,0,2
голова,голова,16,809,0.1449,9,4,3
толпы,толпы,16,810,0.1449,1,4,11
поди,поди,16,811,0.1449,11,0,5
движения,движения,16,812,0.1449,1,3,12
мало,мало,16,813,0.1449,7,3,6
обеда,обеда,16,814,0.1449,7,2,7
шинели,шинели,16,815,0.1449,1,13,2
нечего,нечего,16,816,0.1449,4,4,8
шагов,шагов,16,817,0.1449,3,3,10
остановились,остановились,16,818,0.1449,3,7,6
главнокомандующий,главнокомандующий,16,819,0.1449,3,12,1
навстречу,навстречу,16,820,0.1449,2,8,6
тихон,тихон,16,821,0.1449,7,0,9
австрийский,австрийский,16,822,0.1449,0,11,5
ротмистр,ротмистр,16,823,0.1449,0,15,1
багратиону,багратиону,16,824,0.1449,0,12,4
величество,величество,16,825,0.1449,0,4,12
ami,ami,15,826,0.1358,12,1,2
поцеловал,поцеловал,15,827,0.1358,8,1,6
говорите,говорите,15,828,0.1358,3,5,7
кровь,кровь,15,829,0.1358,1,13,1
сказали,сказали,15,830,0.1358,8,5,2
одном,одном,15,831,0.1358,6,6,3
спрашивал,спрашивал,15,832,0.1358,4,9,2
серьезно,серьезно,15,833,0.1358,7,5,3
мои,мои,15,834,0.1358,6,2,7
взяв,взяв,15,835,0.1358,11,2,2
чуть,чуть,15,836,0.1358,6,3,6
смотреть,смотреть,15,837,0.1358,5,8,2
княжне,княжне,15,838,0.1358,5,0,10
пожал,пожал,15,839,0.1358,8,4,3
вслед,вслед,15,840,0.1358,6,7,2
брата,брата,15,841,0.1358,7,1,7
тело,тело,15,842,0.1358,7,6,2
упал,упал,15,843,0.1358,2,8,5
какие,какие,15,844,0.1358,6,3,6
шагами,шагами,15,845,0.1358,8,2,5
мнение,мнение,15,846,0.1358,3,3,9
выше,выше,15,847,0.1358,9,2,4
жене,жене,15,848,0.1358,10,1,4
сквозь,сквозь,15,849,0.1358,9,0,6
узнал,узнал,15,850,0.1358,2,4,9
сама,сама,15,851,0.1358,6,2,7
страха,страха,15,852,0.1358,5,5,5
видал,видал,15,853,0.1358,3,2,10
оттого,оттого,15,854,0.1358,4,5,6
такого,такого,15,855,0.1358,7,4,4
кверху,кверху,15,856,0.1358,5,4,6
тобой,тобой,15,857,0.1358,10,3,2
сделали,сделали,15,858,0.1358,5,3,7
матери,матери,15,859,0.1358,9,1,5
обе,обе,15,860,0.1358,9,2,4
жюли,жюли,15,861,0.1358,13,0,2
рядом,рядом,15,862,0.1358,4,5,6
последние,последние,15,863,0.1358,3,6,6
слышались,слышались,15,864,0.1358,3,6,6
видела,видела,15,865,0.1358,4,0,11
понимал,понимал,15,866,0.1358,7,2,6
поднял,поднял,15,867,0.1358,1,6,8
й,й,15,868,0.1358,0,9,6
фланга,фланга,15,869,0.1358,0,13,2
нашей,нашей,15,870,0.1358,0,6,9
велено,велено,15,871,0.1358,0,11,4
поход,поход,15,872,0.1358,0,5,10
туда,туда,15,873,0.1358,0,7,8
поскакал,поскакал,15,874,0.1358,0,8,7
раненых,раненых,15,875,0.1358,0,7,8
билибина,билибина,15,876,0.1358,0,12,3
тумане,тумане,15,877,0.1358,0,0,15
утром,утром,14,878,0.1268,5,5,4
faire,faire,14,879,0.1268,5,8,1
par,par,14,880,0.1268,12,1,1
вместо,вместо,14,881,0.1268,5,5,4
ласково,ласково,14,882,0.1268,7,3,4
обыкновенно,обыкновенно,14,883,0.1268,5,1,8
отцом,отцом,14,884,0.1268,6,3,5
пять,пять,14,885,0.1268,5,6,3
слава,слава,14,886,0.1268,4,3,7
немного,немного,14,887,0.1268,5,4,5
москве,москве,14,888,0.1268,10,0,4
план,план,14,889,0.1268,5,2,7
большие,большие,14,890,0.1268,7,5,2
дама,дама,14,891,0.1268,11,0,3
самом,самом,14,892,0.1268,2,8,4
тою,тою,14,893,0.1268,5,4,5
которою,которою,14,894,0.1268,4,4,6
рассказал,рассказал,14,895,0.1268,6,1,7
громко,громко,14,896,0.1268,4,7,3
слушал,слушал,14,897,0.1268,7,4,3
стараясь,стараясь,14,898,0.1268,5,4,5
последнее,последнее,14,899,0.1268,5,1,8
невозможно,невозможно,14,900,0.1268,1,5,8
лицу,лицу,14,901,0.1268,8,4,2
заговорил,заговорил,14,902,0.1268,3,3,8
faut,faut,14,903,0.1268,9,2,3
вставая,вставая,14,904,0.1268,4,2,8
ответил,ответил,14,905,0.1268,4,6,4
ногами,ногами,14,906,0.1268,5,7,2
можете,можете,14,907,0.1268,6,3,5
обо,обо,14,908,0.1268,10,1,3
прекрасно,прекрасно,14,909,0.1268,7,1,6
дал,дал,14,910,0.1268,5,5,4
французские,французские,14,911,0.1268,1,9,4
шагом,шагом,14,912,0.1268,1,8,5
высоко,высоко,14,913,0.1268,6,4,4
чему,чему,14,914,0.1268,6,3,5
никак,никак,14,915,0.1268,4,1,9
час,час,14,916,0.1268,5,1,8
тысяч,тысяч,14,917,0.1268,5,2,7
удовольствием,удовольствием,14,918,0.1268,5,3,6
старого,старого,14,919,0.1268,6,2,6
делалось,делалось,14,920,0.1268,2,4,8
смотрела,смотрела,14,921,0.1268,11,0,3
четыре,четыре,14,922,0.1268,4,7,3
борису,борису,14,923,0.1268,4,0,10
хуже,хуже,14,924,0.1268,6,6,2
могло,могло,14,925,0.1268,3,2,9
голубчик,голубчик,14,926,0.1268,3,8,3
страшно,страшно,14,927,0.1268,3,2,9
известие,известие,14,928,0.1268,1,11,2
духе,духе,14,929,0.1268,2,0,12
столько,столько,14,930,0.1268,4,1,9
роты,роты,14,931,0.1268,1,12,1
верхом,верхом,14,932,0.1268,1,7,6
стыдно,стыдно,14,933,0.1268,3,1,10
конце,конце,14,934,0.1268,6,1,7
notre,notre,14,935,0.1268,9,2,3
кабинета,кабинета,14,936,0.1268,6,5,3
marie,marie,14,937,0.1268,8,0,6
велел,велел,14,938,0.1268,3,4,7
свиты,свиты,14,939,0.1268,0,7,7
императору,императору,14,940,0.1268,0,6,8
die,die,14,941,0.1268,0,6,8
телянин,телянин,14,942,0.1268,0,14,0
орудий,орудий,14,943,0.1268,0,9,5
началось,началось,14,944,0.1268,0,8,6
левой,левой,14,945,0.1268,0,12,2
вейротера,вейротера,14,946,0.1268,0,0,14
sont,sont,13,947,0.1177,7,2,4
guerre,guerre,13,948,0.1177,10,0,3
êtes,êtes,13,949,0.1177,8,2,3
avez,avez,13,950,0.1177,11,2,0
анне,анне,13,951,0.1177,12,0,1
разговора,разговора,13,952,0.1177,8,3,2
одни,одни,13,953,0.1177,4,4,5
должны,должны,13,954,0.1177,5,3,5
нашего,нашего,13,955,0.1177,5,3,5
бога,бога,13,956,0.1177,3,7,3
ваша,ваша,13,957,0.1177,7,3,3
менее,менее,13,958,0.1177,4,2,7
дети,дети,13,959,0.1177,5,3,5
жестом,жестом,13,960,0.1177,6,4,3
être,être,13,961,0.1177,9,1,3
никому,никому,13,962,0.1177,4,4,5
женщин,женщин,13,963,0.1177,5,3,5
princesse,princesse,13,964,0.1177,9,0,4
виде,виде,13,965,0.1177,6,3,4
испуганно,испуганно,13,966,0.1177,6,2,5
другому,другому,13,967,0.1177,2,5,6
лиц,лиц,13,968,0.1177,3,1,9
показался,показался,13,969,0.1177,1,10,2
cela,cela,13,970,0.1177,10,2,1
одному,одному,13,971,0.1177,3,2,8
изредка,изредка,13,972,0.1177,5,4,4
анну,анну,13,973,0.1177,11,0,2
самое,самое,13,974,0.1177,4,3,6
кресло,кресло,13,975,0.1177,11,0,2
сделаю,сделаю,13,976,0.1177,6,2,5
случае,случае,13,977,0.1177,2,6,5
рука,рука,13,978,0.1177,10,2,1
скажет,скажет,13,979,0.1177,5,1,7
