token,token_lower,chapter_idx,count
адъютанту,адъютанту,2,1
адъютанты,адъютанты,0,2
адъютанты,адъютанты,1,3
адъютанты,адъютанты,2,7
аж,аж,1,1
азарта,азарта,1,1
азбуки,азбуки,0,1
азовского,азовского,1,1
ай,ай,0,1
ай,ай,1,1
ак,ак,1,1
академию,академию,0,1
аккуратно,аккуратно,2,1
аккуратность,аккуратность,2,1
аккуратностью,аккуратностью,2,2
актер,актер,0,1
актерства,актерства,2,1
актрисам,актрисам,0,1
актрисой,актрисой,2,1
актрисы,актрисы,0,1
акушером,акушером,0,1
акцентом,акцентом,1,2
акцентом,акцентом,2,1
алгебры,алгебры,0,1
але,але,2,1
александр,александр,0,1
александр,александр,2,5
александра,александра,0,1
александра,александра,1,1
александра,александра,2,9
александре,александре,2,2
алина,алина,2,1
аллеям,аллеям,0,1
аллюра,аллюра,2,1
аллюром,аллюром,2,1
алмазным,алмазным,1,1
алпатыч,алпатыч,2,4
